Date,HomeTeam,AwayTeam,outcome_by_HOME,AVERAGE_ODD_WIN,AVERAGE_ODD_DRAW,AVERAGE_ODD_OPPONENT_WIN,RANKINGHOME,RANKING AWAY,LAST_GAME_RHOMETEAM,LAST_GAME_RAWAYTEAM
12/01/2019,West Ham,Arsenal,W,7.245,7.411,2.161,13,6,0,1
13/01/2019,Everton,Bournemouth,W,6.419,7.381,4.062,8,12,-1,0
13/01/2019,Tottenham,Man United,L,6.477,7.198,3.248,3,2,1,1
14/01/2019,Man City,Wolves,W,7.661,10.035,12.895,1,20,1,-1
19/01/2019,Arsenal,Chelsea,W,6.738,7.053,2.349,6,5,-1,1
19/01/2019,Bournemouth,West Ham,W,6.353,6.895,2.78,12,13,-1,1
19/01/2019,Liverpool,Crystal Palace,W,7.456,9.762,12.939,4,11,1,-1
19/01/2019,Man United,Brighton,W,6.797,8.389,8.982,2,15,1,-1
19/01/2019,Newcastle,Cardiff,W,6.238,6.729,3.906,10,20,-1,0
19/01/2019,Southampton,Everton,W,6.527,6.848,2.633,17,8,1,1
19/01/2019,Watford,Burnley,D,6.231,7.204,4.801,14,7,1,1
19/01/2019,Wolves,Leicester,W,6.342,6.549,3.198,20,9,-1,-1
20/01/2019,Fulham,Tottenham,L,8.197,7.405,2.161,20,3,-1,-1
20/01/2019,Huddersfield,Man City,L,18.705,13.331,3.409,16,1,0,1
29/01/2019,Arsenal,Cardiff,W,7.199,8.974,10.996,6,20,1,-1
29/01/2019,Fulham,Brighton,W,6.368,6.709,3.091,20,15,-1,-1
29/01/2019,Huddersfield,Everton,L,7.332,6.944,2.319,16,8,-1,-1
29/01/2019,Man United,Burnley,D,6.943,8.61,9.953,2,7,1,0
29/01/2019,Newcastle,Man City,W,15.946,11.557,2.913,10,1,1,1
29/01/2019,Wolves,West Ham,W,6.257,6.855,3.405,20,13,1,-1
30/01/2019,Bournemouth,Chelsea,W,8.338,7.767,2.079,12,5,1,-1
30/01/2019,Liverpool,Leicester,D,7.171,9.055,11.016,4,9,1,-1
30/01/2019,Southampton,Crystal Palace,D,6.349,6.803,2.979,17,11,1,-1
30/01/2019,Tottenham,Watford,W,6.227,7.196,4.785,3,14,1,0
02/02/2019,Brighton,Watford,D,6.342,6.642,2.833,15,14,-1,-1
02/02/2019,Burnley,Southampton,D,6.343,6.707,2.782,7,17,0,0
02/02/2019,Cardiff,Bournemouth,W,6.706,6.864,2.38,20,12,-1,1
02/02/2019,Chelsea,Huddersfield,W,7.316,9.416,13.628,5,16,-1,-1
02/02/2019,Crystal Palace,Fulham,W,6.116,6.776,3.475,11,20,0,1
02/02/2019,Everton,Wolves,L,6.249,6.685,2.976,8,20,1,1
02/02/2019,Tottenham,Newcastle,W,6.404,7.465,7.201,3,10,1,1
03/02/2019,Leicester,Man United,L,6.981,6.924,2.266,9,2,0,0
03/02/2019,Man City,Arsenal,W,6.573,8.488,7.369,1,6,-1,1
04/02/2019,West Ham,Liverpool,D,9.93,8.733,2.157,13,4,-1,0
06/02/2019,Everton,Man City,L,11.26,9.452,2.249,8,1,-1,1
09/02/2019,Brighton,Burnley,L,6.012,6.504,3.727,15,7,0,0
09/02/2019,Crystal Palace,West Ham,D,6.024,6.621,3.354,11,13,1,0
09/02/2019,Fulham,Man United,L,8.044,7.517,2.049,20,2,-1,1
09/02/2019,Huddersfield,Arsenal,L,8.26,7.634,2.096,16,6,-1,-1
09/02/2019,Liverpool,Bournemouth,W,7.122,9.412,11.931,4,12,0,-1
09/02/2019,Southampton,Cardiff,L,5.982,6.802,4.321,17,20,0,1
09/02/2019,Watford,Everton,W,6.123,6.637,2.957,14,8,0,-1
10/02/2019,Man City,Chelsea,W,6.1,7.241,5.518,1,5,1,1
10/02/2019,Tottenham,Leicester,W,5.996,6.889,4.641,3,9,1,-1
11/02/2019,Wolves,Newcastle,D,6.002,6.772,4.898,20,10,1,-1
22/02/2019,Cardiff,Watford,L,6.382,6.556,2.49,20,14,1,1
22/02/2019,West Ham,Fulham,W,5.982,6.823,3.562,13,20,0,-1
23/02/2019,Bournemouth,Wolves,D,6.383,6.601,2.603,12,20,-1,0
23/02/2019,Burnley,Tottenham,W,8.027,7.304,2.119,7,3,1,1
23/02/2019,Leicester,Crystal Palace,L,5.95,6.421,3.279,9,11,-1,0
23/02/2019,Newcastle,Huddersfield,W,5.873,6.447,4.528,10,16,0,-1
24/02/2019,Arsenal,Southampton,W,5.963,7.161,5.626,6,17,1,-1
24/02/2019,Man United,Liverpool,D,6.528,6.773,2.385,2,4,1,1
26/02/2019,Cardiff,Everton,L,7.032,6.85,2.328,20,8,-1,-1
26/02/2019,Huddersfield,Wolves,W,7.89,6.938,2.282,16,20,-1,0
26/02/2019,Leicester,Brighton,W,6.106,6.713,3.927,9,15,-1,-1
26/02/2019,Newcastle,Burnley,W,6.163,6.59,3.503,10,7,1,1
27/02/2019,Arsenal,Bournemouth,W,6.257,7.634,6.168,6,12,1,0
27/02/2019,Chelsea,Tottenham,W,6.226,6.761,2.96,5,3,-1,-1
27/02/2019,Crystal Palace,Man United,L,6.689,6.855,2.386,11,2,1,0
27/02/2019,Liverpool,Watford,W,6.751,8.375,9.618,4,14,0,1
27/02/2019,Man City,West Ham,W,7.741,10.322,14.685,1,13,1,1
27/02/2019,Southampton,Fulham,W,6.095,6.811,3.756,17,20,-1,-1
02/03/2019,Bournemouth,Man City,L,12.843,10.936,2.51,12,1,-1,1
02/03/2019,Brighton,Huddersfield,W,6.006,6.47,4.514,15,16,-1,1
02/03/2019,Burnley,Crystal Palace,L,6.359,6.558,2.652,7,11,-1,-1
02/03/2019,Man United,Southampton,W,6.181,7.357,6.552,2,17,1,1
02/03/2019,Tottenham,Arsenal,D,5.898,6.763,3.297,3,6,-1,1
02/03/2019,West Ham,Newcastle,W,6.029,6.526,3.323,13,10,-1,1
02/03/2019,Wolves,Cardiff,W,6.117,7.169,6.13,20,20,-1,-1
03/03/2019,Everton,Liverpool,D,8.279,7.518,2.118,8,4,1,1
03/03/2019,Fulham,Chelsea,L,8.772,7.948,2.085,20,5,-1,1
03/03/2019,Watford,Leicester,W,6.192,6.57,2.86,14,9,-1,1
09/03/2019,Cardiff,West Ham,W,6.766,6.759,2.314,20,13,-1,1
09/03/2019,Crystal Palace,Brighton,L,5.98,6.632,4.214,11,15,1,1
09/03/2019,Huddersfield,Bournemouth,L,6.739,6.626,2.428,16,12,-1,-1
09/03/2019,Leicester,Fulham,W,6.015,7.21,4.854,9,20,-1,-1
09/03/2019,Man City,Watford,W,7.722,10.517,15.465,1,14,1,1
09/03/2019,Newcastle,Everton,W,6.353,6.475,2.746,10,8,-1,0
09/03/2019,Southampton,Tottenham,W,7.321,7.144,2.136,17,3,-1,0
10/03/2019,Arsenal,Man United,W,6.156,6.739,2.76,6,2,0,1
10/03/2019,Chelsea,Wolves,D,6.08,7.067,5.75,5,20,1,1
10/03/2019,Liverpool,Burnley,W,7.55,9.877,15.069,4,7,0,-1
16/03/2019,Bournemouth,Newcastle,D,6.136,6.719,3.386,12,10,1,1
16/03/2019,Burnley,Leicester,L,6.644,6.762,2.461,7,9,-1,1
16/03/2019,West Ham,Huddersfield,W,6.176,7.173,5.605,13,16,-1,-1
17/03/2019,Everton,Chelsea,W,7.325,7.111,2.179,8,5,-1,0
17/03/2019,Fulham,Liverpool,L,12.952,10.468,2.457,20,4,-1,1
30/03/2019,Brighton,Southampton,L,6.125,6.189,2.953,15,17,1,1
30/03/2019,Burnley,Wolves,W,6.576,6.535,2.535,7,20,-1,0
30/03/2019,Crystal Palace,Huddersfield,W,6.214,7.238,6.878,11,16,-1,-1
30/03/2019,Fulham,Man City,L,18.767,13.751,3.254,20,1,-1,1
30/03/2019,Leicester,Bournemouth,W,5.982,6.833,3.826,9,12,1,0
30/03/2019,Man United,Watford,W,6.165,7.435,6.477,2,14,-1,-1
30/03/2019,West Ham,Everton,L,6.216,6.659,2.714,13,8,1,1
31/03/2019,Cardiff,Chelsea,L,9.979,8.221,2.231,20,5,1,-1
31/03/2019,Liverpool,Tottenham,W,6.009,7.103,4.87,4,3,1,-1
01/04/2019,Arsenal,Newcastle,W,6.157,7.608,7.105,6,10,1,0
02/04/2019,Watford,Fulham,W,6.082,6.696,4.205,14,20,-1,-1
02/04/2019,Wolves,Man United,W,7.318,7.044,2.232,20,2,-1,1
03/04/2019,Chelsea,Brighton,W,6.979,8.444,10.954,5,15,1,-1
03/04/2019,Man City,Cardiff,W,11.15,14.597,33.015,1,20,1,-1
03/04/2019,Tottenham,Crystal Palace,W,6.258,7.483,6.052,3,11,-1,1
05/04/2019,Southampton,Liverpool,L,10.239,8.608,2.261,17,4,1,1
06/04/2019,Bournemouth,Burnley,L,6.136,6.708,3.291,12,7,-1,1
06/04/2019,Huddersfield,Leicester,L,8.046,7.299,2.131,16,9,-1,1
06/04/2019,Newcastle,Crystal Palace,L,6.338,6.598,2.907,10,11,-1,-1
07/04/2019,Everton,Arsenal,W,6.626,6.976,2.349,8,6,1,1
08/04/2019,Chelsea,West Ham,W,6.423,7.979,7.898,5,13,1,-1
12/04/2019,Leicester,Newcastle,L,6.141,6.924,4.927,9,10,1,-1
13/04/2019,Brighton,Bournemouth,L,6.099,6.545,3.133,15,12,-1,-1
13/04/2019,Burnley,Cardiff,W,6.108,6.786,3.86,7,20,1,-1
13/04/2019,Fulham,Everton,W,7.726,7.447,2.08,20,8,-1,1
13/04/2019,Man United,West Ham,W,6.352,7.781,6.532,2,13,-1,-1
13/04/2019,Southampton,Wolves,W,6.371,6.583,2.866,17,20,-1,1
13/04/2019,Tottenham,Huddersfield,W,7.156,9.204,12.236,3,16,1,-1
14/04/2019,Crystal Palace,Man City,L,11.589,9.196,2.336,11,1,1,1
14/04/2019,Liverpool,Chelsea,W,6.098,7.169,4.486,4,5,1,1
15/04/2019,Watford,Arsenal,L,6.601,6.843,2.25,14,6,1,-1
16/04/2019,Brighton,Cardiff,L,5.903,6.243,3.908,15,20,-1,-1
20/04/2019,Bournemouth,Fulham,L,5.856,6.985,4.284,12,20,1,1
20/04/2019,Huddersfield,Watford,L,7.381,7.017,2.134,16,14,-1,-1
20/04/2019,Man City,Tottenham,W,6.698,8.646,8.72,1,3,1,1
20/04/2019,Newcastle,Southampton,W,6.318,6.536,3.006,10,17,1,1
20/04/2019,West Ham,Leicester,D,6.582,6.757,2.349,13,9,-1,-1
20/04/2019,Wolves,Brighton,D,6.01,6.604,4.872,20,15,-1,-1
21/04/2019,Arsenal,Crystal Palace,L,5.934,7.118,5.438,6,11,1,-1
21/04/2019,Cardiff,Liverpool,L,15.245,11.103,2.792,20,4,1,1
21/04/2019,Everton,Man United,W,6.73,6.755,2.352,8,2,-1,1
22/04/2019,Chelsea,Burnley,D,6.569,8.243,10.475,5,7,-1,1
23/04/2019,Tottenham,Brighton,W,6.695,8.225,9.562,3,15,-1,0
23/04/2019,Watford,Southampton,D,6.195,6.641,3.047,14,17,1,-1
24/04/2019,Man United,Man City,L,9.256,8.245,2.081,2,1,-1,1
24/04/2019,Wolves,Arsenal,W,6.422,6.586,2.494,20,6,0,-1
26/04/2019,Liverpool,Huddersfield,W,10.535,14.415,30.246,4,16,1,-1
27/04/2019,Brighton,Newcastle,D,6.209,6.42,3.286,15,10,-1,1
27/04/2019,Crystal Palace,Everton,D,6.362,6.65,2.695,11,8,1,1
27/04/2019,Fulham,Cardiff,W,6.252,6.875,2.795,20,20,1,-1
27/04/2019,Southampton,Bournemouth,D,6.081,6.953,3.64,17,12,0,-1
27/04/2019,Tottenham,West Ham,L,6.303,7.758,6.05,3,13,1,0
27/04/2019,Watford,Wolves,L,6.369,6.635,2.796,14,20,0,1
28/04/2019,Burnley,Man City,L,18.507,13.262,3.262,7,1,0,1
28/04/2019,Leicester,Arsenal,W,6.425,6.832,2.481,9,6,0,-1
28/04/2019,Man United,Chelsea,D,6.398,6.68,2.616,2,5,-1,0
03/05/2019,Everton,Burnley,W,6.016,6.835,4.849,8,7,0,-1
04/05/2019,Bournemouth,Tottenham,W,7.273,7.172,2.103,12,3,0,-1
04/05/2019,Cardiff,Crystal Palace,L,6.374,6.83,2.592,20,11,-1,0
04/05/2019,Newcastle,Liverpool,L,11.185,8.838,2.359,10,4,0,1
04/05/2019,West Ham,Southampton,W,6.113,6.699,2.811,13,17,1,0
04/05/2019,Wolves,Fulham,W,6.074,6.968,5.726,20,20,1,1
05/05/2019,Arsenal,Brighton,D,6.251,7.535,7.075,6,15,-1,0
05/05/2019,Chelsea,Watford,W,6.26,7.615,6.848,5,14,0,-1
05/05/2019,Huddersfield,Man United,D,11.451,9.215,2.336,16,2,-1,0
06/05/2019,Man City,Leicester,W,7.562,10.197,13.921,1,9,1,1
12/05/2019,Brighton,Man City,L,17.134,12.605,2.965,15,1,0,1
12/05/2019,Burnley,Arsenal,L,6.59,6.887,2.244,7,6,-1,0
12/05/2019,Crystal Palace,Bournemouth,W,6.077,7.058,3.446,11,12,1,1
12/05/2019,Fulham,Newcastle,L,6.328,6.86,2.66,20,10,-1,-1
12/05/2019,Leicester,Chelsea,D,6.265,6.909,2.726,9,5,-1,1
12/05/2019,Liverpool,Wolves,W,6.619,8.266,8.563,4,20,1,1
12/05/2019,Man United,Cardiff,L,6.563,8.631,8.438,2,20,0,-1
12/05/2019,Southampton,Huddersfield,D,6.204,7.47,6.521,17,16,-1,0
12/05/2019,Tottenham,Everton,D,6.153,6.795,3.233,3,8,-1,1
12/05/2019,Watford,West Ham,L,6.192,6.87,2.88,14,13,-1,1
